Z,N,A,BindingEnergy_MeV_per_nucleon,HalfLife_seconds,MassExcess_keV,OctonionicAnomalyIndex,IsMagic
83,40,123,1.224,2.4084266002996743e-17,-49168.7,0.3391,0
48,112,160,6.595,990038698907.6707,-47649.6,0.2492,0
78,11,89,0.0,3.3797411366523606e-14,-60110.6,0.5234,0
74,15,89,0.0,140215.83672305467,-22833.6,0.4975,0
103,64,167,3.047,1.656991660760045e-13,-65443.0,0.285,0
93,97,190,7.004,2.2629845767433488e+17,-93610.9,0.2308,0
14,132,146,0.0,1.1880115928766088e-09,-17357.0,0.4461,0
30,119,149,2.953,1.8736497030941155e+19,-56488.6,0.5781,0
84,57,141,4.126,5.165723645283074e-15,-46934.1,0.1887,0
71,64,135,6.822,3.9238157491269263e-07,-50775.7,0.026,0
6,172,178,0.0,0.005921757498726684,-44897.2,0.4876,0
6,23,29,1.889,6.9588454024800455e-09,-93867.8,0.3823,0
4,105,109,0.0,5.394282919124496e-15,-58009.1,0.498,0
82,104,186,8.082,148475944.03182945,-89887.8,0.1601,1
21,76,97,3.971,2.945188487879705e-16,-68098.2,0.2978,0
70,113,183,7.85,1.7738519791083758e-09,-54419.5,0.1572,0
2,41,43,0.0,4.0469274702585276e-13,-56022.6,0.3985,1
44,123,167,6.035,3.229791528879608e-11,-82583.8,0.1676,0
70,107,177,8.405,106973255.92137308,-52137.2,0.2439,0
116,21,137,0.0,1990007.688103574,-56937.3,0.5246,0
86,62,148,5.647,6.79079654550035e-12,-46326.3,0.2641,0
16,2,18,0.0,8123837759873.678,-65947.4,0.5812,1
101,70,171,4.649,1.58152212255654e+16,-59669.6,0.3212,0
64,30,94,1.866,2.7893640575704813e-18,-80379.7,0.2003,0
97,82,179,5.854,2.5408010946232343e-07,-45604.8,0.0234,1
61,104,165,7.943,71619946.92283125,-39784.7,0.2033,0
89,66,155,4.794,1.6346050604555662,-29281.7,0.2339,0
3,111,114,0.0,2.555077895796853e-12,-28949.0,0.5224,0
92,47,139,1.75,83.43012396137614,-26050.2,0.2999,0
70,113,183,7.659,6573740416208395.0,-54943.0,0.3369,0
83,58,141,4.435,1.6600186587056086e-10,-61826.4,0.2602,0
82,0,82,0.0,39915174469248.45,-27151.0,0.5986,1
41,129,170,5.154,9.1107759787798e-18,-51932.2,0.2817,0
19,47,66,5.963,1.136927239489233e-17,-65270.8,0.1655,0
110,4,114,0.0,4.2560057879358005e+19,-37047.9,0.7008,0
29,145,174,1.697,7.029884535154518e+17,-32263.6,0.5805,0
56,10,66,0.0,1.2331267906866217e-07,-60752.6,0.5481,0
27,61,88,7.244,658774.8650803624,-51865.2,0.2513,0
113,64,177,1.405,138488859949.3698,-56613.9,0.284,0
32,137,169,2.331,3.2813838100144263e-07,-60476.9,0.3206,0
112,63,175,1.253,16020514240065.627,-72158.5,0.4429,0
52,19,71,0.316,1.937576577229551e-12,-43980.1,0.4044,0
113,23,136,0.0,9.078378933075058e+18,-69639.8,0.5846,0
43,137,180,4.687,0.0008183413865263159,-59058.2,0.2981,0
21,95,116,2.19,0.006030571664363913,-47472.6,0.3319,0
34,104,138,5.031,1.1820998361503829e+17,-57941.7,0.3787,0
27,50,77,7.963,1.781548987013887e-18,-20939.0,0.0951,1
89,109,198,7.117,2.8565163210121185e-14,-26986.1,0.059,0
118,57,175,0.0,1142170000617.1687,-87227.9,0.463,0
72,0,72,0.0,1881.109286358573,-60244.1,0.6115,0
58,16,74,0.0,1.9866359382437303e-14,-84814.0,0.4003,0
73,51,124,4.903,2.4073697359908896e+16,-27556.8,0.3751,0
43,124,167,5.986,6.777251106521862e-19,-46330.9,0.2934,0
4,1,5,0.0,1.771667892568439e-18,-43539.2,0.4949,0
7,65,72,0.0,1.1253952861972616e-11,-29832.9,0.4356,0
105,40,145,0.0,1.0988491868041303e-07,-51743.0,0.3397,0
52,37,89,6.275,1.67372827222145e+19,-42609.7,0.3209,0
70,112,182,8.008,6.746283544076811e-19,-90687.1,0.1245,0
71,3,74,0.0,601974383.1561301,-30490.6,0.5416,0
52,30,82,4.795,1438653159471330.0,-22277.8,0.3464,0
37,103,140,5.635,1.892992851780608e+19,-72054.5,0.3899,0
51,44,95,7.328,0.00029551668683114356,-57245.5,0.0988,0
17,134,151,0.0,2899266375.4397435,-59483.2,0.6389,0
95,31,126,0.0,3.050260401016609e-13,-35462.6,0.4902,0
90,5,95,0.0,7.167846255478596e-07,-35537.8,0.524,0
63,101,164,7.909,19.11557971519671,-61054.3,0.1765,0
104,43,147,0.0,411552839.0752742,-35133.6,0.5234,0
40,36,76,8.082,2.6411638504360943e-15,-31318.2,0.1151,0
96,59,155,3.395,1.753311695283865e-11,-33989.8,0.1857,0
9,178,187,0.0,1.0162969783006218e-20,-19245.3,0.5032,0
103,86,189,5.358,0.004248715943163122,-41990.7,0.1744,0
64,61,125,7.456,1013139.8220285068,-89643.3,0.1249,0
50,114,164,6.914,1.0612678038299855e+18,-61389.9,0.3261,1
68,72,140,7.716,223302866132.80624,-48378.0,0.227,0
21,149,170,0.0,8.24902074230794e-20,-39987.0,0.3871,0
100,4,104,0.0,6.122455546343809e-07,-48553.1,0.5566,0
86,106,192,6.991,1865868373.5729344,-33446.8,0.2376,0
62,80,142,8.714,1.2488109268130824e-13,-54444.8,0.0925,0
49,21,70,1.637,1.8363178141543126,-53220.1,0.3846,0
94,29,123,0.0,9.3989954429557e-07,-62781.3,0.388,0
113,29,142,0.0,200504943162159.34,-51586.5,0.5337,0
2,96,98,0.0,1.5128124490901994e-13,-30526.5,0.5151,1
61,36,97,4.258,1.195734005915458e-12,-51286.2,0.1721,0
5,65,70,0.0,4.459887639627983,-1452.5,0.4987,0
12,67,79,0.076,1.418532919355649e-06,-27109.8,0.5455,0
42,30,72,6.545,3.124416920236362e-14,-25776.6,0.1789,0
55,63,118,8.153,1894.4736092424178,-56468.7,0.1825,0
60,103,163,7.727,0.7069797179420605,-62502.1,0.1444,0
13,185,198,0.0,211869045.29938677,-43313.9,0.6459,0
101,37,138,0.0,1388700095.3791573,-42159.1,0.5228,0
6,88,94,0.0,6.366147564335086e-11,-46364.5,0.6029,0
73,45,118,4.385,0.0057193409629957784,-80542.4,0.1439,0
79,113,192,8.099,1726532056809.4812,-67545.0,0.1621,0
74,41,115,3.228,6.315374693092886e-12,-46354.3,0.2413,0
74,73,147,7.224,905622440576805.2,-66145.8,0.1849,0
15,5,20,0.162,6297850155869.475,-69995.9,0.5659,0
64,99,163,7.625,551228569.9680445,-76572.8,0.2522,0
30,66,96,7.214,3345.046293416984,-60093.4,0.1518,0
103,10,113,0.0,978365097747668.0,-34599.0,0.7368,0
48,126,174,5.996,2.039611208997865e-17,-20714.6,0.1702,1
115,67,182,1.953,53964357182547.055,-31409.5,0.398,0
111,5,116,0.0,3.739206988523064e-19,-60885.8,0.4254,0
48,90,138,7.467,4.4776493029252777e+18,-43506.0,0.3156,0
23,84,107,3.803,2.680209540127117e-08,-47370.3,0.3647,0
60,66,126,8.066,8404891.13149688,-50612.4,0.0704,0
16,17,33,8.707,0.02678918552161575,-52727.4,0.1052,0
65,43,108,5.154,1551234719107168.2,-9113.5,0.2618,0
31,127,158,3.087,0.17031649771906324,-28764.3,0.3739,0
13,54,67,2.254,3.10471624786864e-19,-73237.7,0.3373,0
60,11,71,0.0,133.98872221049922,-38846.9,0.5308,0
10,80,90,0.0,1307.0304336937018,-97624.4,0.4756,0
108,85,193,4.379,1.2397811530529378e-07,-58895.3,0.2481,0
87,4,91,0.0,9.509044170076393e-08,-70243.9,0.5267,0
91,56,147,3.546,1064450179.4974519,-45154.4,0.3021,0
11,149,160,0.0,5.347852190509063e-13,-40428.2,0.4741,0
43,21,64,3.029,6834040785158403.0,-60976.1,0.3813,0
98,10,108,0.0,1731682732.6935878,-11582.6,0.5661,0
63,38,101,4.718,9.40767960679531e-06,-39305.9,0.2073,0
73,54,127,5.747,5.417822807169051e-19,-76727.4,0.0917,0
61,35,96,3.817,1214952.06900775,-11148.5,0.3653,0
33,22,55,6.707,6.15002903420504e-19,-62820.7,0.1255,0
99,79,178,5.436,2.8196112352449177e-12,-74814.3,0.1566,0
24,165,189,0.0,0.05397833634722187,-17554.8,0.3845,0
99,69,168,3.84,745.4178431666153,-62116.7,0.2928,0
25,30,55,8.994,153436339798.5102,-63086.4,0.1385,0
115,39,154,0.0,838464.1230072331,-44247.4,0.4215,0
44,56,100,8.778,1.3564913383996437e-11,-52576.7,0.0891,0
61,35,96,3.922,3120338890754.923,-42692.7,0.3593,0
64,118,182,7.913,4.873996115529626e-14,-3430.9,0.1404,0
59,43,102,5.924,1.3650350230330202e-10,-60134.9,0.1682,0
21,65,86,5.594,44906.167698833895,-39624.6,0.2682,0
43,104,147,6.48,38217766373.33768,-49632.1,0.3294,0
56,33,89,4.832,127346.80015778479,-44223.9,0.2849,0
118,75,193,2.054,9.246612781444578e+19,-34314.3,0.4533,0
32,22,54,7.034,53222.05143949844,-52919.0,0.1822,0
71,67,138,6.978,2510409303922780.5,-45656.5,0.1739,0
75,106,181,7.712,1224.8684408382248,-61684.6,0.3052,0
98,75,173,4.811,201758371156.61636,-39819.1,0.3306,0
66,94,160,8.481,4786976.629683863,-18419.3,0.1895,0
97,53,150,2.297,1.2361643268022193,-86101.2,0.3209,0
11,33,44,4.011,4.426302312969569e+16,-67304.2,0.3973,0
33,95,128,4.965,9.30061847967271e-06,-61693.0,0.3523,0
95,92,187,6.749,3775223634110.1655,-46660.6,0.2722,0
84,28,112,0.0,0.026910725096391638,-36847.9,0.3176,1
13,41,54,3.963,20988685632742.906,-24162.3,0.5616,0
107,12,119,0.0,49990231016631.484,-80083.0,0.6017,0
117,44,161,0.0,2112273737734.1682,-74522.9,0.5008,0
74,22,96,0.0,0.0012299511114013033,-21278.2,0.4148,0
105,31,136,0.0,8791568860.453777,-64587.4,0.5844,0
86,38,124,0.0,324234484842.6437,-27278.2,0.4908,0
19,58,77,5.275,6057872313019619.0,-23796.1,0.4463,0
34,38,72,9.0,2.1455811226421172e+16,-74344.9,0.1026,0
107,2,109,0.0,0.002605584778462414,-50058.3,0.4491,1
110,45,155,0.0,88.72586136670427,-43173.9,0.3927,0
100,51,151,1.381,1.023106177923634e-17,-67863.3,0.311,0
30,156,186,1.054,1.176710112653985e-17,-70151.2,0.4333,0
81,74,155,6.123,4.6411120216817844e-18,-53198.4,0.2363,0
9,172,181,0.0,9.163142797118362e-14,-30015.8,0.5531,0
116,60,176,0.473,18901094992609.035,-47683.3,0.5157,0
105,48,153,0.0,1.9562763814423452,-98483.6,0.3302,0
16,84,100,1.237,353493076826.80347,-43902.0,0.5194,0
108,20,128,0.0,9019067207444346.0,-40167.5,0.5488,1
41,98,139,6.793,5000.183038240592,-54191.8,0.2537,0
2,194,196,0.0,217410.86867183162,-35488.2,0.5845,1
40,157,197,3.648,8.687859286380607e+17,-57833.7,0.3918,0
48,48,96,7.988,4980827866168754.0,-25930.2,0.2081,0
31,137,168,2.311,1.1308873999564582e-16,-31563.9,0.3742,0
30,161,191,1.392,2.4331935114913494,-55022.5,0.3914,0
103,46,149,0.0,1934419479528.7544,-35889.0,0.4618,0
28,127,155,2.145,5488037.778122463,-71700.8,0.4155,1
49,130,179,6.547,8.500740887131407e-10,-31536.6,0.1756,0
90,25,115,0.0,728022705156.829,-46552.2,0.5265,0
17,147,164,0.0,2972840.350989007,-53840.0,0.5063,0
38,52,90,8.486,1.9158229169890164e-14,-35748.4,0.0054,0
89,48,137,1.939,4.5435195738964756e+18,-61207.1,0.4278,0
21,75,96,3.752,9.146392926741882e-19,-61384.5,0.3005,0
35,111,146,5.084,612608103428.5874,-51609.3,0.431,0
81,9,90,0.0,1.4493536781663502e+19,-48353.3,0.6019,0
38,129,167,4.309,3.766698931048838e-14,-30372.1,0.2741,0
98,87,185,5.515,2.2871102343603643e-10,-55927.4,0.1474,0
71,67,138,7.512,0.005385760751191564,-38178.8,0.1589,0
79,95,174,7.875,119473.95406963576,-48022.1,0.1595,0
50,139,189,5.902,1.3456953237594341e+19,-74894.5,0.3483,1
39,132,171,4.905,3955943304.8333507,-38812.9,0.4264,0
108,59,167,1.567,22.913542095628017,-34327.6,0.2713,0
83,50,133,3.812,73882913.67686874,-62608.9,0.1862,1
14,50,64,3.58,5.677417401969646e-08,-56196.2,0.3077,1
58,33,91,3.961,2.0028282505667214e-20,-34289.1,0.1918,0
98,44,142,0.0,6.570515419296939e-18,842.1,0.2886,0
21,155,176,0.0,2.0407289463239186e+18,-30552.7,0.5599,0
55,42,97,6.351,13857382.079938045,-52543.1,0.2515,0
39,139,178,4.085,1.760891559361617e-05,-28445.3,0.3359,0
57,77,134,8.423,756817482693.6256,-68235.6,0.2097,0
48,73,121,8.01,7964028297.642764,-21722.5,0.1935,0
86,16,102,0.0,19273161432.83846,-61254.3,0.4809,0
97,7,104,0.0,27136.027043928898,-41340.9,0.5523,0
7,139,146,0.0,1.285262520057503e-08,-40521.6,0.5489,0
49,85,134,8.127,506634547.13607436,-81535.3,0.2312,0
69,70,139,7.795,2.4271033488990935e-13,-64769.7,0.1117,0
32,108,140,4.687,11.150963755100394,-47190.7,0.3276,0
32,29,61,7.703,1.41825202391572e-12,-49713.6,0.0683,0
98,60,158,3.276,617243493.6979012,-51061.0,0.3505,0
48,58,106,8.551,2.646518187746311e-20,-39907.1,0.0925,0
46,53,99,8.296,149.4726152185932,-30598.6,0.0255,0
93,75,168,5.857,5.432839095667814e-15,-22256.2,0.1155,0
60,29,89,2.171,1.5085174631543144e+16,-44418.2,0.4996,0
57,67,124,8.333,1.8164399905869942e-10,-38685.2,0.0908,0
3,36,39,0.0,1.0545916349199259e-08,-48893.9,0.4626,0
42,28,70,6.314,2.7062740719663293e-19,-44403.6,0.133,1
31,91,122,5.177,13252700903.123491,-54355.4,0.3799,0
16,97,113,0.0,14053926883475.877,-35643.1,0.6312,0
107,81,188,4.654,8.594346883858189e-05,-35403.4,0.1762,0
95,34,129,0.0,6.317106824532089e-16,-65994.0,0.428,0
52,128,180,6.669,159139823.85421818,-60779.5,0.2318,0
20,62,82,4.349,124441116588305.3,-62118.9,0.3549,1
103,96,199,6.037,5.242536834101536e-09,-47781.7,0.1631,0
92,79,171,5.966,4.743988485551473e-09,-85351.9,0.1727,0
19,129,148,0.0,1.2894844928127264e-11,-21951.9,0.4875,0
78,70,148,6.579,6.108446816910192e-18,-60453.8,0.1159,0
82,29,111,0.0,7.909762763210627e-14,-42443.0,0.2471,1
101,70,171,4.342,67.96094744639768,-39777.8,0.218,0
71,5,76,0.0,29433075455.716812,-64073.1,0.5601,0
54,142,196,6.789,7.811390848252901e-12,-58591.6,0.1659,0
118,49,167,0.0,1.2571558015934786e-06,-67210.1,0.3156,0
93,15,108,0.0,1.3427416991278154e-16,-68469.3,0.4705,0
95,76,171,5.245,1.8182421853595946e-05,-17643.5,0.1695,0
37,20,57,4.219,1340422879595936.0,-70677.8,0.3023,1
46,6,52,0.0,1.2030448922244619e-20,-34304.2,0.4728,0
67,107,174,8.312,3.247871918023335e-10,-64338.7,0.1038,0
30,65,95,7.215,1.238254134876413e-17,-74840.1,0.2066,0
66,106,172,8.175,2067.4740247596296,-20469.4,0.199,0
15,160,175,0.0,4.289902845753968e-12,-26824.9,0.5678,0
114,73,187,2.659,1.4383964199417534e-17,-88572.3,0.275,0
30,9,39,0.0,88007574.17643954,-32855.4,0.5221,0
86,37,123,0.0,0.0011614885665562427,-34977.6,0.275,0
43,130,173,5.448,1.987519224784314e-05,-74967.5,0.3426,0
68,91,159,8.078,1258853.5946613064,-28071.3,0.1879,0
3,102,105,0.0,0.0009321586024158805,-39191.5,0.591,0
111,32,143,0.0,3.1506049034220037e-06,-60743.3,0.3415,0
27,14,41,4.312,2.503762469744306e-16,-18436.8,0.2039,0
84,53,137,3.657,0.027491058863499212,-53422.9,0.095,0
104,93,197,6.102,3.804606640764882e-11,-80407.4,0.0605,0
52,83,135,8.167,2.9618064103842556e-19,-54867.4,0.1477,0
113,49,162,0.0,1063238141.3956697,-67877.3,0.3557,0
107,34,141,0.0,50559728145.91503,-34028.6,0.4705,0
70,100,170,8.479,1.7260373119963248,-40482.0,0.2069,0
89,17,106,0.0,21859.66300957848,-54290.4,0.5296,0
10,188,198,0.0,1476901601033.3298,-59907.3,0.5262,0
104,74,178,4.29,6.147239917379533e-10,-36076.2,0.2788,0
16,100,116,0.0,3.628577529573692e-20,-62836.9,0.5126,0
69,62,131,7.34,1.8532834974383275e-10,-10631.0,0.0685,0
44,51,95,8.752,3.8540036434457264e-16,-21528.2,0.1134,0
37,51,88,8.875,1.5986163514562116e-14,-63711.1,0.0261,0
58,100,158,8.17,338290.5408699549,-61925.2,0.116,0
94,20,114,0.0,4.4393722592322524e-13,-73534.0,0.4262,1
60,0,60,0.0,4.799329682963397e-07,-29140.4,0.506,0
86,69,155,5.645,6314.469470869451,-41458.2,0.1565,0
35,19,54,4.468,715587174.4435023,-39243.1,0.3503,0
2,84,86,0.0,0.6453233418618626,-50923.6,0.4284,1
49,129,178,5.86,6.281461602824828e-12,-53107.0,0.2711,0
114,31,145,0.0,37.756075144187584,-64890.2,0.4335,0
62,130,192,7.177,37436.82966178486,-30935.6,0.1162,0
99,90,189,6.263,165.42465453131265,-56396.0,0.0909,0
53,119,172,7.663,7.501562548168942e+16,-37875.3,0.2934,0
115,71,186,2.138,7.042380169700007e-06,-42442.4,0.2636,0
42,144,186,4.309,1.835123156840094e-17,-48199.2,0.1925,0
19,31,50,7.948,0.00358024204506394,-48813.7,0.1824,0
18,139,157,0.0,1.9622142212508898e-16,-60876.6,0.4832,0
86,38,124,0.0,0.0008451106624434869,-68459.5,0.3708,0
72,73,145,7.459,2.4157725935156794e-06,-5180.3,0.044,0
85,101,186,8.003,1.0615475693635783e-07,-56147.3,0.0654,0
80,108,188,7.517,1.2588152169617893e-12,-48656.6,0.1679,0
93,52,145,1.843,7623655860.332367,-31108.8,0.3827,0
86,33,119,0.0,2317869678934.2715,-88162.2,0.4658,0
82,15,97,0.0,3.7345189448196956e-15,-26089.8,0.3841,1
97,81,178,5.747,6190500554333.322,-4852.1,0.2209,0
39,77,116,7.782,1934.3178696219609,-87143.9,0.3352,0
80,40,120,1.389,1.4859889108904585e-09,-34961.6,0.2472,0
107,12,119,0.0,2.6668563392768764e-18,-56027.3,0.4385,0
46,81,127,8.368,2.552922046393978e-13,-56133.8,0.2325,0
98,90,188,6.328,2273714112479672.5,-5383.6,0.2441,0
59,59,118,8.045,1.691062767541841e+17,-51412.7,0.2155,0
109,21,130,0.0,5.487074644540928e+19,-14359.5,0.5827,0
81,4,85,0.0,70.17519826072794,-50383.6,0.4901,0
6,65,71,0.0,2277498970.5043545,-53026.0,0.5823,0
26,148,174,0.766,2.555860819261715e+18,-66997.4,0.6454,0
5,13,18,4.319,3.453262777430102e-17,-36515.0,0.3632,0
47,59,106,8.542,172428911326.72357,-45270.3,0.132,0
35,139,174,3.391,0.008532687359484021,-44492.8,0.3297,0
1,78,79,0.0,1.6775744786107914e-16,-49588.2,0.4978,0
45,117,162,6.57,1238135.1756012535,-90369.2,0.3263,0
86,111,197,7.926,1.4885314409615586e-11,-63263.2,0.1341,0
4,153,157,0.0,3.293849008405566e-06,-40392.7,0.5589,0
58,24,82,0.641,253466377518.13675,-40981.4,0.4867,0
97,86,183,5.758,2.8218802638289646e+19,-12901.9,0.3418,0
89,103,192,7.387,5.280382752486162e-20,-15209.9,0.1649,0
102,77,179,4.844,6.959053950568056e-12,-26150.6,0.2047,0
77,105,182,7.724,105670177.74189511,-66340.7,0.1873,0
58,36,94,4.931,5.75511302335585e-14,-4269.5,0.1689,0
73,36,109,1.648,0.012232752262643445,-49391.2,0.2977,0
37,111,148,5.42,3.1703180721915076e-10,-69307.4,0.2608,0
97,82,179,6.02,7.06366295754765e-15,-69228.2,0.1121,1
25,141,166,0.202,8.665204296275139e-18,-60114.0,0.4496,0
10,34,44,3.216,296069630378638.94,-44123.2,0.5028,0
75,76,151,7.393,30301355197.11,-40798.4,0.2631,0
113,30,143,0.0,1.747776402391647e-05,-43286.2,0.4747,0
98,69,167,4.389,0.26893929660782895,-50647.7,0.2336,0
45,68,113,8.642,1.567911518780631e+18,-56313.0,0.2606,0
113,39,152,0.0,91228916392.5548,-69662.1,0.4277,0
29,153,182,1.076,1.2213176812955901e-14,-8271.6,0.3691,0
6,134,140,0.0,5.080709188447695e+17,-68936.8,0.6355,0
47,125,172,5.713,7.302364435556342e-13,-41612.2,0.2537,0
116,67,183,2.033,6.287769989324618e-09,-41773.6,0.2999,0
72,89,161,7.854,1.89054202786679e-15,-22051.5,0.1166,0
38,119,157,4.372,467444.62357745925,-57145.1,0.3332,0
53,66,119,8.199,5.259578134873239e-07,-21047.9,0.1938,0
54,35,89,5.414,1247703142406.0298,-25257.3,0.3122,0
50,80,130,8.532,6.395628361954698e-10,-30925.0,0.0905,1
5,134,139,0.0,5.13522753148674e-16,-25817.6,0.4828,0
22,44,66,7.756,9.527519324715154e-07,-39963.0,0.1186,0
19,103,122,0.788,6.468569175879918e-20,-60350.7,0.5092,0
27,172,199,0.149,2.6689889964974373e-09,-39282.9,0.5052,0
35,49,84,8.755,3.736834360943663e-07,-9049.1,0.1237,0
49,121,170,6.519,9516173766706.281,-47883.3,0.3651,0
43,147,190,4.593,7.98267391517876e-12,-26370.9,0.31,0
70,35,105,2.407,1.003352297570339e-19,-44971.6,0.404,0
98,74,172,4.593,78760576240.2194,-67418.5,0.2343,0
106,80,186,4.157,190492791.1375294,-54085.0,0.2122,0
12,125,137,0.0,3.1562117701920176e-14,-52227.1,0.4869,0
69,110,179,7.937,124017.91252622979,-71097.3,0.1589,0
81,66,147,6.214,2.490292985275281e-11,-64370.9,0.2341,0
99,96,195,6.405,1.1149916613115751e-05,-40818.4,0.0974,0
13,25,38,7.594,6.23834095041908e+16,-77432.3,0.2859,0
57,110,167,7.679,4.382194884773155e-05,-78478.2,0.1812,0
9,87,96,0.0,1341633095816944.0,-75722.4,0.6377,0
86,70,156,5.611,7.2854566862584816e+19,-51575.4,0.396,0
110,21,131,0.0,81.02673275264726,-65751.0,0.4447,0
83,18,101,0.0,0.0001782346026982043,-87986.2,0.4703,0
74,124,198,8.278,3.068047433024098e-10,-103599.7,0.1271,0
72,109,181,7.95,1562868.7073331168,-22214.3,0.1885,0
70,29,99,0.0,3.202083931917781e-17,-78357.2,0.4082,0
79,102,181,7.865,8.982091128857314e+16,-36884.5,0.3213,0
47,73,120,7.947,3307.443731184588,-20158.0,0.2044,0
75,117,192,8.121,6.217846416829627e-05,-50898.4,0.227,0
58,68,126,7.706,5.547121130326985e-14,-49007.1,0.0917,0
23,148,171,0.0,6.4443546531467605e-06,-54947.9,0.4388,0
75,87,162,8.013,1.5787558979123354e-18,-48138.7,0.1279,0
113,18,131,0.0,817244.3388948336,-72071.7,0.511,0
58,137,195,6.491,6159445786471.251,-39320.4,0.2076,0
78,71,149,6.841,46862106388.735725,-58394.7,0.2427,0
67,105,172,8.295,52588.544052656085,-87804.8,0.2348,0
103,86,189,4.909,3.4912385795253045e-10,-13963.0,0.1775,0
66,3,69,0.0,2491944057544527.0,-65720.6,0.6961,0
117,1,118,0.0,9.665724828616504e-19,-64269.0,0.3849,0
23,152,175,0.0,2.978662215064866e-10,-40867.9,0.4309,0
99,68,167,3.703,19302204.639837984,-53353.6,0.2423,0
24,151,175,0.054,1913508.0258047937,-50375.1,0.4574,0
102,24,126,0.0,220872157.6021317,-53061.6,0.5842,0
87,54,141,3.744,26380807456.35427,-31251.9,0.3702,0
34,11,45,0.0,0.07522538109697144,-15980.6,0.4361,0
8,169,177,0.0,4.820275256374198e-07,-47386.5,0.5087,1
14,74,88,0.319,1110686229308865.0,-36610.3,0.61,0
54,10,64,0.0,3.0341853381666226e-18,-84919.4,0.4471,0
83,57,140,4.731,3001630214678670.0,-46450.3,0.3927,0
70,10,80,0.0,272285869.1787641,-3142.9,0.5455,0
41,129,170,5.232,1.0303423684109702e+18,-62045.2,0.5174,0
93,57,150,3.174,1.1918039503643202e-12,-61292.3,0.3103,0
19,127,146,0.0,6.390066887157197e+17,-62375.8,0.5696,0
48,54,102,9.0,37919420611066.48,-44402.2,0.0985,0
10,74,84,0.0,6.307918984099924e-12,-62140.2,0.4894,0
16,77,93,1.459,575191467176.7319,-25077.9,0.4691,0
65,21,86,0.0,1.6511178428364323e-05,-28316.8,0.4114,0
50,116,166,6.733,0.05141035460503217,-38133.3,0.1829,1
116,66,182,1.435,52875718490.46598,-36381.1,0.4428,0
85,47,132,2.473,1.2948924891473005e-15,-36805.6,0.1782,0
112,32,144,0.0,3.2465405150774784e-15,-65135.6,0.4108,0
20,132,152,0.0,2.975720889047787e-16,-65269.8,0.3344,1
26,28,54,9.0,3.3701548353685573e-06,-53522.5,0.0234,1
104,93,197,5.923,2014.0471345799758,-51143.8,0.1746,0
36,24,60,6.419,2659467278185.1865,-74698.7,0.3289,0
35,109,144,5.145,1.5310427498807848,-23321.3,0.2572,0
50,127,177,6.262,6860654504589892.0,-41869.2,0.2457,1
68,36,104,2.652,1.5411808479393878e-08,-52950.8,0.2573,0
56,15,71,0.0,5.0675741158416386e-20,-58191.8,0.467,0
62,52,114,6.857,0.0019350411586045036,-28859.1,0.0892,0
22,84,106,3.56,213515179121.12823,-38014.6,0.4006,0
20,76,96,3.829,579.3324078429366,-62981.5,0.2641,1
40,120,160,5.251,1.2343234356157256e-05,-41492.5,0.2198,0
18,11,29,6.177,2.0097780954985577e-16,-62265.1,0.1682,0
1,92,93,0.0,3.604856345536576e+16,-40017.9,0.7402,0
97,96,193,6.268,4.1011980260808614e-11,-17638.6,0.2119,0
89,12,101,0.0,1.5737322287827246e-06,-60509.1,0.5038,0
93,75,168,5.411,5.927054700719591e-13,-74520.7,0.1329,0
50,99,149,7.604,34992971.8193675,-62530.0,0.2375,1
54,70,124,7.915,9.369876180279916e-17,-68698.5,0.1843,0
28,107,135,3.393,0.2827632040197776,-44307.6,0.3445,1
92,36,128,0.0,9.443508100952023e-12,-53963.2,0.3759,0
4,64,68,0.0,6.0500043041749025e+19,-33179.6,0.5968,0
13,181,194,0.0,1.1473308062120373e+17,-38386.7,0.6751,0
8,54,62,0.0,820667409.563126,-51350.0,0.4624,1
63,21,84,0.0,6.1562653898645685e-15,-29067.0,0.3619,0
69,89,158,7.568,1.6179744977118136e-17,-65252.5,0.1237,0
11,159,170,0.0,2159154.3393274886,-67746.0,0.5602,0
8,65,73,0.0,146058.13107661778,-72708.6,0.5074,1
16,98,114,0.016,9.155632814120531e-15,-57198.7,0.4594,0
39,9,48,0.0,185322830666598.5,-67455.2,0.5144,0
79,44,123,2.969,13995757161916.504,-92442.7,0.3271,0
95,39,134,0.0,2.343894694509684e-18,-30243.3,0.4122,0
22,51,73,7.007,6.749677838994305e-14,-54463.4,0.2649,0
25,65,90,6.56,0.14780699974496597,-49364.3,0.1934,0
17,10,27,5.091,0.05264870786049267,-59539.6,0.184,0
101,43,144,0.0,3054660243.1276984,-62190.3,0.4283,0
98,35,133,0.0,3.553686001488258e-08,-74144.6,0.4646,0
99,37,136,0.0,2.508397328135661e+18,-74101.8,0.4893,0
115,65,180,1.673,57.60917481778334,-63052.0,0.4253,0
31,8,39,0.0,11055572010.278128,-49658.6,0.4067,1
26,82,108,4.517,77455976837.87984,-69941.8,0.3548,1
63,12,75,0.0,8.194285838945095e-08,-55646.2,0.3967,0
57,70,127,7.901,813261.9461690981,-31925.3,0.2193,0
116,43,159,0.0,3125107.6057544868,-26259.0,0.4113,0
38,105,143,5.873,417.7738142679063,-64706.2,0.325,0
59,53,112,7.264,3.885424286119265e-16,-80172.2,0.0229,0
116,41,157,0.0,582.3983132506662,-20196.7,0.3534,0
